text,emotion,processed_text
"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",positive,thầy giáo tận tình dạy kỹ thường đưa ra câu hỏi để xem xét mức độ hiểu biết sinh viên
cần tăng cương trao đổi giữa sinh viên và giáo viên .,negative,tăng cương trao đổi sinh viên giáo viên
nói chung là nghe không bao giờ nghe rõ được .,negative,nói chung nghe bao giờ nghe rõ
cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,negative,cách truyền đạt giáo viên chưa sức hút đối với sinh viên nhiều
"cô giáo thân thiện dễ gần , thực hành nhiều .",positive,cô giáo thân thiện dễ gần thực hành nhiều
chưa tiếp thu trọn vẹn .,negative,chưa tiếp thu trọn vẹn
cần cải tiến trang thiết thực hành .,negative,cải tiến trang thiết thực hành
giảng kỹ hơn .,negative,giảng kỹ hơn
còn hơi kéo thời gian .,negative,hơi kéo thời gian
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,positive,nhiều bài tập về nhà cơ bản lẫn nâng cao giảng viên sửa bài đủ
thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,negative,thầy hiền kiên trì giảng dạy lớp mặc dù môn học đối với hứng thú
đôi lúc giảng bài hơi nhanh .,negative,đôi lúc giảng bài hơi nhanh
có một số buổi không đi dạy .,negative,một số buổi đi dạy
thầy nhiệt tình và dạy dễ hiểu .,positive,thầy nhiệt tình dạy dễ hiểu
"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",positive,kiến thức nền tảng sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào dễ dàng như tiếp thu thay đổi công nghệ mới nhanh chóng
"cấu trúc đề cương của thầy chưa rõ ràng , lý thuyết chưa được trình bày rõ trong các buổi học .",negative,cấu trúc đề cương thầy chưa rõ ràng lý thuyết chưa trình bày rõ các buổi học
tài liệu hỗ trợ toàn tiếng anh rất khó học .,negative,tài liệu hỗ trợ toàn tiếng khó học
chưa nhận được gì từ môn học này .,negative,chưa nhận gì môn học
"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",negative,giảng viên hề giảng dạy chỉ đưa đề cương rồi thôi
bài tập mỗi tuần đều có và đầy đủ .,positive,bài tập mỗi tuần đầy đủ
em xin cảm ơn .,positive,xin cảm ơn
thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,negative,thầy sinh viên biết học môn tác dụng gì làm gì khi học xong
đề nghị tăng thời gian thưc hành .,negative,đề nghị tăng thời gian thưc hành
không được làm những chuyện riêng trong lúc dạy thực hành .,negative,làm những chuyện riêng lúc dạy thực hành
hỗ trợ thêm giáo trình không phải slide cho sinh viên .,negative,hỗ trợ thêm giáo trình slide sinh viên
cô wzjwz259 rất vui và nhiệt tình .,positive,cô wzjwz vui nhiệt tình
"giáo viện nhiệt tình , tận tâm .",positive,giáo viện nhiệt tình tận tâm
"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",positive,kiến thức giảng viên trình bày rõ ràng dễ hiểu sinh viên
cần thêm nhiều kit để thực hành .,negative,thêm nhiều kit để thực hành
dạy khó hiểu quá nhanh .,negative,dạy khó hiểu nhanh
"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",positive,luôn gần gũi tham khảo ý kiến sinh viên thống nhất sinh viên
sắp xếp lịch học bù chưa hợp lý .,negative,sắp xếp lịch học bù chưa hợp lý
"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",negative,nhà trường đưa môn học vào thời khóa biểu bắt buộc học kỳ các sinh viên năm nhất nhằm giúp các nắm biết học gì chuyển đổi ngành hay
thời gian thực hành cần nhiều hơn .,negative,thời gian thực hành nhiều hơn
giảng viên rất nhiệt tình trong giảng dạy .,positive,giảng viên nhiệt tình giảng dạy
slide chuẩn bị chưa tốt .,negative,slide chuẩn bị chưa tốt
thầy hay đòi hỏi sinh viên những điều hơi quá cao .,negative,thầy hay đòi hỏi sinh viên những điều hơi cao
cô giảng hướng dẫn nhiệt tình .,positive,cô giảng hướng dẫn nhiệt tình
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",negative,chúng em gặp khó khắn khổ giấy nhỏ mô hình thì lớn phức tạp
giảng quá nhiều không đánh vào trọng tâm .,negative,giảng nhiều đánh vào trọng tâm
"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",negative,muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn cái sinh viên biết chỉ cúp tiết mà còn cách giảng dạy truyền đạt giảng viên ví dụ như cô wzjwz dễ hiểu tận tâm
cô có nhiều hình thức giảng dạy hay .,positive,cô nhiều hình thức giảng dạy hay
hơi khó .,negative,hơi khó
thầy đi trễ .,negative,thầy đi trễ
giảng tốt .,positive,giảng tốt
nói mở rộng nhiều vấn đề về môn học .,positive,nói mở rộng nhiều vấn đề về môn học
cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,negative,tăng cường nội dung nghe nói để sinh viên giao tiếp tốt hơn bằng tiếng
giảng viên tạo điều kiện làm nhiều bài tập .,negative,giảng viên tạo điều kiện làm nhiều bài tập
hỗ trợ thêm về các thiết bị dạy và học .,negative,hỗ trợ thêm về các thiết bị dạy học
ít giải bài tập trên lớp .,negative,ít giải bài tập lớp
chia sẻ .,neutral,chia sẻ
bám sát nội dung chính .,positive,bám sát nội dung chính
cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,negative,thêm các đoạn code các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê
thông tin đầy đủ về bài tập và các nguồn tham khảo .,positive,thông tin đầy đủ về bài tập các nguồn tham khảo
"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",positive,cô tận tâm nhiệt tình phương pháp dạy dễ hiểu
"thầy giảng rất dễ hiểu và thú vị , thu hút .",positive,thầy giảng dễ hiểu thú vị thu hút
hướng dẫn chi tiết về cách thực hành .,positive,hướng dẫn chi tiết về cách thực hành
"giảng viên chỉ cho đồ án và giải đáp các yêu cầu đồ án , không cung cấp tài liệu hay hướng dẫn cơ bản , sinh viên tự tìm hiểu với lý do là hệ tài năng nên cần tự xoay sở .",negative,giảng viên chỉ đồ án giải đáp các yêu cầu đồ án cung cấp tài liệu hay hướng dẫn cơ bản sinh viên tự tìm hiểu lý do hệ tài năng tự xoay sở
"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",negative,môn học toàn kiến thức mới mẻ giảng viên giảng chi tiết hơn
"đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .",negative,đến khi cuối kỳ chỉ sinh viên mắc một sai sót nhỏ thì rớt môn
"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",negative,thay đổi cách dạy nội dung học phần thực hành các bài thực hành hiện tại môn mạng máy tính chưa đảm bảo hiệu quả
"thầy dạy hay , tận tình góp ý từng bài .",positive,thầy dạy hay tận tình góp ý từng bài
"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",negative,cơ sở vật chất phỏng máy đủ phích cắm dụng cụ thực hành số lượng sinh viên máy tiềm ẩn nhiều virus
"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .",negative,lớp lý thuyết giảng viên yêu cầu sinh viên thực hiện đồ án theo những gì hướng dẫn những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn sai phù hợp đồ án
thầy giảng bài hay và hiệu quả !,positive,thầy giảng bài hay hiệu quả
giảng viên nhiệt tình vui vẻ .,positive,giảng viên nhiệt tình vui vẻ
phòng học nên có rèm che sáng để khi chiếu slide được nhìn rõ hơn .,negative,phòng học rèm che sáng để khi chiếu slide nhìn rõ hơn
"chương trình dạy lý thuyết và thực hành nên khớp với nhau hơn , tránh tình trạng thực hành trước khi học lý thuyết .",negative,chương trình dạy lý thuyết thực hành khớp nhau hơn tránh tình trạng thực hành khi học lý thuyết
"thầy giảng dạy nhiệt tình , dễ hiểu .",positive,thầy giảng dạy nhiệt tình dễ hiểu
mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,negative,mong giảng viên ngày càng chấn chỉnh việc dạy học để các khóa hiểu tốt hơn
"thầy dạy rất có tâm , và giảng cho sinh viên rất nhiều thứ !",positive,thầy dạy tâm giảng sinh viên nhiều thứ
"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn .",negative,nội dung khảo sat dài nhiều mục lặp đi lặp lại nhiều khảo sát mà đọc toàn tích chàn
dạy tốt và rất nhiệt tình chỉ dạy hoc sinh .,positive,dạy tốt nhiệt tình chỉ dạy hoc sinh
"nhiệt tình , tân tâm .",positive,nhiệt tình tân tâm
"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",positive,nhưng học mới thấy kiến thức thầy dạy hay bám sát thực tế thầy dạy nhiệt tình vui vẻ khác mọi người nói
bài tập rất hay .,positive,bài tập hay
thầy cô cần cho nhiều dạng bài tập sát với đề thi hơn .,negative,thầy cô nhiều dạng bài tập sát đề thi hơn
"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",positive,thầy giảng hay nhưng tự tin hơn nói to hơn để học sinh hiểu bài một cách rõ ràng hơn
